Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1987","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1988","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1989","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1990","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1991","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1992","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1993","1000 US$","9"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1994","1000 US$","63"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1995","1000 US$","173"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1996","1000 US$","203"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1997","1000 US$","748"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1998","1000 US$","887"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1999","1000 US$","1276"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2000","1000 US$","1275"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2001","1000 US$","1555"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2002","1000 US$","1606"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2003","1000 US$","902"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2004","1000 US$","1129"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2005","1000 US$","1039"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2006","1000 US$","1494"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2007","1000 US$","2062"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2008","1000 US$","7661"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2009","1000 US$","13978"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2010","1000 US$","21983"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2011","1000 US$","40583"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2012","1000 US$","35805"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2013","1000 US$","32093"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2014","1000 US$","47884"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2015","1000 US$","67042"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2016","1000 US$","53622"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2017","1000 US$","73845"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2018","1000 US$","58848"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2019","1000 US$","73713"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","2020","1000 US$","60751"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1961","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1962","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1963","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1964","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1965","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1966","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1967","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1968","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1969","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1970","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1971","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1972","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1973","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1974","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1975","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1976","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1977","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1978","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1979","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1980","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1981","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1982","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1983","tonnes","19"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1984","tonnes","25"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1985","tonnes","8"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1986","tonnes","6"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1987","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1988","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1989","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1990","tonnes","71"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1991","tonnes","311"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1992","tonnes","2869"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1993","tonnes","360"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1994","tonnes","389"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1995","tonnes","795"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1996","tonnes","778"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1997","tonnes","592"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1998","tonnes","499"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","1999","tonnes","603"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2000","tonnes","1127"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2001","tonnes","3532"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2002","tonnes","5118"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2003","tonnes","5462"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2004","tonnes","2650"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2005","tonnes","4150"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2006","tonnes","5380"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2007","tonnes","5505"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2008","tonnes","6658"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2009","tonnes","5419"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2010","tonnes","4095"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2011","tonnes","3596"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2012","tonnes","2230"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2013","tonnes","2014"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2014","tonnes","1586"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2015","tonnes","1679"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2016","tonnes","2133"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2017","tonnes","1777"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2018","tonnes","1851"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2019","tonnes","1935"
"Crops and livestock products","Brazil","Export Quantity","Coffee, roasted","2020","tonnes","6442"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1961","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1962","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1963","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1964","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1965","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1966","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1967","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1968","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1969","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1970","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1971","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1972","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1973","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1974","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1975","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1976","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1977","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1978","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1979","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1980","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1981","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1982","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1983","1000 US$","55"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1984","1000 US$","51"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1985","1000 US$","30"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1986","1000 US$","39"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1987","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1988","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1989","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1990","1000 US$","155"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1991","1000 US$","821"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1992","1000 US$","3893"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1993","1000 US$","768"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1994","1000 US$","1536"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1995","1000 US$","3556"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1996","1000 US$","3541"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1997","1000 US$","2761"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1998","1000 US$","2587"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","1999","1000 US$","2057"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2000","1000 US$","3076"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2001","1000 US$","4776"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2002","1000 US$","5730"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2003","1000 US$","12837"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2004","1000 US$","8341"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2005","1000 US$","16591"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2006","1000 US$","24473"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2007","1000 US$","26702"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2008","1000 US$","35627"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2009","1000 US$","29573"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2010","1000 US$","21338"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2011","1000 US$","25980"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2012","1000 US$","18376"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2013","1000 US$","15861"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2014","1000 US$","11603"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2015","1000 US$","10079"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2016","1000 US$","12785"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2017","1000 US$","13176"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2018","1000 US$","11678"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2019","1000 US$","9765"
"Crops and livestock products","Brazil","Export Value","Coffee, roasted","2020","1000 US$","22516"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1961","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1962","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1963","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1964","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1965","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1966","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1967","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1968","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1969","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1970","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1971","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1972","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1973","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1974","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1975","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1976","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1977","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1978","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1979","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1980","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1981","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1982","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1983","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1984","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1985","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1986","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1987","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1988","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1989","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1990","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1991","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1992","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1993","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1994","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1995","tonnes","1"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1996","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1997","tonnes","4"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1998","tonnes","6"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","1999","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2000","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2001","tonnes","1"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2002","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2003","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2004","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2005","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2006","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2007","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2008","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2009","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2010","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2011","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2012","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2013","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2014","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2015","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2017","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2018","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2019","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, substitutes containing coffee","2020","tonnes","0"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1961","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1962","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1963","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1964","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1965","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1966","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1967","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1968","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1969","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1970","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1971","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1972","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1973","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1974","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1975","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1976","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1977","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1978","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1979","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1980","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1981","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1982","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1983","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1984","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1985","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1986","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1987","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1988","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1989","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1990","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1991","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1992","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1993","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1994","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1995","1000 US$","8"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1996","1000 US$","9"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1997","1000 US$","15"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1998","1000 US$","25"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","1999","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2000","1000 US$","4"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2001","1000 US$","8"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2002","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2003","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2004","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2005","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2006","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2007","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2008","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2009","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2010","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2011","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2012","1000 US$","2"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2013","1000 US$","2"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2014","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2015","1000 US$","2"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2017","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2018","1000 US$","3"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2019","1000 US$","1"
"Crops and livestock products","Brazil","Import Value","Coffee, substitutes containing coffee","2020","1000 US$","1"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1961","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1962","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1963","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1964","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1965","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1966","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1967","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1968","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1969","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1970","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1971","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1972","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1973","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1974","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1975","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1976","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1977","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1978","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1979","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1980","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1981","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1982","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1983","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1984","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1985","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1986","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1987","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1988","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1989","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1990","tonnes","23"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1991","tonnes","21"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1992","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1993","tonnes","11"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1994","tonnes","19"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1995","tonnes","43"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1996","tonnes","14"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1997","tonnes","27"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1998","tonnes","37"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","1999","tonnes","24"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2000","tonnes","25"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2001","tonnes","7"
