Entity,Year,production_tonnes
Dominican Republic,2011,22680
Dominican Republic,2012,27009
Dominican Republic,2013,18552
Dominican Republic,2014,13213
Dominican Republic,2015,9888
Dominican Republic,2016,11471
Dominican Republic,2017,15241
Dominican Republic,2018,18416
Eastern Africa,1961,362367
Eastern Africa,1962,433999
Eastern Africa,1963,452557
Eastern Africa,1964,525285
Eastern Africa,1965,477497
Eastern Africa,1966,513307
Eastern Africa,1967,523297
Eastern Africa,1968,484641
Eastern Africa,1969,608589
Eastern Africa,1970,580884
Eastern Africa,1971,566934
Eastern Africa,1972,562532
Eastern Africa,1973,631174
Eastern Africa,1974,609498
Eastern Africa,1975,622260
Eastern Africa,1976,566589
Eastern Africa,1977,634278
Eastern Africa,1978,577015
Eastern Africa,1979,555363
Eastern Africa,1980,590281
Eastern Africa,1981,629740
Eastern Africa,1982,641309
Eastern Africa,1983,605083
Eastern Africa,1984,621489
Eastern Africa,1985,608892
Eastern Africa,1986,688344
Eastern Africa,1987,693514
Eastern Africa,1988,695394
Eastern Africa,1989,708951
Eastern Africa,1990,664597
Eastern Africa,1991,665367
Eastern Africa,1992,639324
Eastern Africa,1993,598129
Eastern Africa,1994,648924
Eastern Africa,1995,679830
Eastern Africa,1996,797452
Eastern Africa,1997,666769
Eastern Africa,1998,635360
Eastern Africa,1999,714962
Eastern Africa,2000,682550
Eastern Africa,2001,636722
Eastern Africa,2002,769145
Eastern Africa,2003,524170
Eastern Africa,2004,752673
Eastern Africa,2005,589687
Eastern Africa,2006,701064
Eastern Africa,2007,663304
Eastern Africa,2008,744520
Eastern Africa,2009,688994
Eastern Africa,2010,799088
Eastern Africa,2011,796167
Eastern Africa,2012,690115
Eastern Africa,2013,832302
Eastern Africa,2014,829595
Eastern Africa,2015,860611
Eastern Africa,2016,878562
Eastern Africa,2017,883669
Eastern Africa,2018,891475
Eastern Asia,1961,1612
Eastern Asia,1962,1756
Eastern Asia,1963,2042
Eastern Asia,1964,2346
Eastern Asia,1965,2577
Eastern Asia,1966,3236
Eastern Asia,1967,3566
Eastern Asia,1968,3540
Eastern Asia,1969,3748
Eastern Asia,1970,3836
Eastern Asia,1971,3934
Eastern Asia,1972,5029
Eastern Asia,1973,6017
Eastern Asia,1974,6068
Eastern Asia,1975,4066
Eastern Asia,1976,4009
Eastern Asia,1977,4052
Eastern Asia,1978,4047
Eastern Asia,1979,5036
Eastern Asia,1980,5051
Eastern Asia,1981,6052
Eastern Asia,1982,6054
Eastern Asia,1983,6000
Eastern Asia,1984,9000
Eastern Asia,1985,7000
Eastern Asia,1986,7700
Eastern Asia,1987,8600
Eastern Asia,1988,10000
Eastern Asia,1989,8000
Eastern Asia,1990,6300
Eastern Asia,1991,3500
Eastern Asia,1992,3800
Eastern Asia,1993,4000
Eastern Asia,1994,3250
Eastern Asia,1995,3196
Eastern Asia,1996,3023
Eastern Asia,1997,3573
Eastern Asia,1998,6237
Eastern Asia,1999,8743
Eastern Asia,2000,11568
Eastern Asia,2001,17202
Eastern Asia,2002,19456
Eastern Asia,2003,23144
Eastern Asia,2004,21659
Eastern Asia,2005,21919
Eastern Asia,2006,25655
Eastern Asia,2007,26000
Eastern Asia,2008,33278
Eastern Asia,2009,70405
Eastern Asia,2010,49596
Eastern Asia,2011,65384
Eastern Asia,2012,92064
Eastern Asia,2013,116826
Eastern Asia,2014,91425
Eastern Asia,2015,100105
Eastern Asia,2016,102785
Eastern Asia,2017,98105
Eastern Asia,2018,100332
Ecuador,1961,53500
Ecuador,1962,55500
Ecuador,1963,42800
Ecuador,1964,47000
Ecuador,1965,66200
Ecuador,1966,57222
Ecuador,1967,61731
Ecuador,1968,60493
Ecuador,1969,44345
Ecuador,1970,72053
Ecuador,1971,62252
Ecuador,1972,71385
Ecuador,1973,74980
Ecuador,1974,69638
Ecuador,1975,76437
Ecuador,1976,87101
Ecuador,1977,82680
Ecuador,1978,75447
Ecuador,1979,89728
Ecuador,1980,69445
Ecuador,1981,86085
Ecuador,1982,83938
Ecuador,1983,81075
Ecuador,1984,97258
Ecuador,1985,120861
Ecuador,1986,118000
Ecuador,1987,111720
Ecuador,1988,144401
Ecuador,1989,129309
Ecuador,1990,134980
Ecuador,1991,116917
Ecuador,1992,137671
Ecuador,1993,137004
Ecuador,1994,186797
Ecuador,1995,148205
Ecuador,1996,168919
Ecuador,1997,173868
Ecuador,1998,48190
Ecuador,1999,132939
Ecuador,2000,27606
Ecuador,2001,164790
Ecuador,2002,23325
Ecuador,2003,23579
Ecuador,2004,27932
Ecuador,2005,40805
Ecuador,2006,31461
Ecuador,2007,38687
Ecuador,2008,32096
Ecuador,2009,33624
Ecuador,2010,31347
Ecuador,2011,23829
Ecuador,2012,7340
Ecuador,2013,7760
Ecuador,2014,4225
Ecuador,2015,5297
Ecuador,2016,3905
Ecuador,2017,7564
Ecuador,2018,5065
El Salvador,1961,122500
El Salvador,1962,98300
El Salvador,1963,122700
El Salvador,1964,123100
El Salvador,1965,109200
El Salvador,1966,123100
El Salvador,1967,144800
El Salvador,1968,123800
El Salvador,1969,143980
El Salvador,1970,129490
El Salvador,1971,144624
El Salvador,1972,147476
El Salvador,1973,126500
El Salvador,1974,159436
El Salvador,1975,161415
El Salvador,1976,138690
El Salvador,1977,147465
El Salvador,1978,158490
El Salvador,1979,185625
El Salvador,1980,184230
El Salvador,1981,180000
El Salvador,1982,174616
El Salvador,1983,154560
El Salvador,1984,163852
El Salvador,1985,148810
El Salvador,1986,138184
El Salvador,1987,147890
El Salvador,1988,120290
El Salvador,1989,121900
El Salvador,1990,147200
El Salvador,1991,149450
El Salvador,1992,175720
El Salvador,1993,140576
El Salvador,1994,140534
El Salvador,1995,139513
El Salvador,1996,148859
El Salvador,1997,124239
El Salvador,1998,117214
El Salvador,1999,160782
El Salvador,2000,114087
El Salvador,2001,112201
El Salvador,2002,91513
El Salvador,2003,81157
El Salvador,2004,83088
El Salvador,2005,87963
El Salvador,2006,85350
El Salvador,2007,96355
El Salvador,2008,97727
El Salvador,2009,76591
El Salvador,2010,112636
El Salvador,2011,82095
El Salvador,2012,89489
El Salvador,2013,32864
El Salvador,2014,41965
El Salvador,2015,35682
El Salvador,2016,38636
El Salvador,2017,41141
El Salvador,2018,80167
Equatorial Guinea,1961,6600
Equatorial Guinea,1962,8100
Equatorial Guinea,1963,6700
Equatorial Guinea,1964,8235
Equatorial Guinea,1965,6664
Equatorial Guinea,1966,6400
Equatorial Guinea,1967,8700
Equatorial Guinea,1968,7500
Equatorial Guinea,1969,7200
Equatorial Guinea,1970,7200
Equatorial Guinea,1971,6900
Equatorial Guinea,1972,6900
Equatorial Guinea,1973,6300
Equatorial Guinea,1974,6600
Equatorial Guinea,1975,5400
Equatorial Guinea,1976,5400
Equatorial Guinea,1977,4800
Equatorial Guinea,1978,5400
Equatorial Guinea,1979,6000
Equatorial Guinea,1980,6000
Equatorial Guinea,1981,6600
Equatorial Guinea,1982,6700
Equatorial Guinea,1983,6700
Equatorial Guinea,1984,6800
Equatorial Guinea,1985,7000
Equatorial Guinea,1986,7000
Equatorial Guinea,1987,7000
Equatorial Guinea,1988,7000
Equatorial Guinea,1989,7000
Equatorial Guinea,1990,6500
Equatorial Guinea,1991,6000
Equatorial Guinea,1992,5500
Equatorial Guinea,1993,5329
Equatorial Guinea,1994,5000
Equatorial Guinea,1995,4500
Equatorial Guinea,1996,5000
Equatorial Guinea,1997,5000
Equatorial Guinea,1998,5000
Equatorial Guinea,1999,3500
Equatorial Guinea,2000,5000
Equatorial Guinea,2001,5000
Equatorial Guinea,2002,5000
Equatorial Guinea,2003,5000
Equatorial Guinea,2004,4000
Equatorial Guinea,2005,4000
Equatorial Guinea,2006,4500
Equatorial Guinea,2007,4398
Equatorial Guinea,2008,4300
Equatorial Guinea,2009,4000
Equatorial Guinea,2010,4251
Equatorial Guinea,2011,4343
Equatorial Guinea,2012,4595
Equatorial Guinea,2013,4402
Equatorial Guinea,2014,4387
Equatorial Guinea,2015,4254
Equatorial Guinea,2016,4239
Equatorial Guinea,2017,4271
Equatorial Guinea,2018,4251
Ethiopia,1993,180000
Ethiopia,1994,207000
Ethiopia,1995,229980
Ethiopia,1996,229980
Ethiopia,1997,228000
Ethiopia,1998,229980
Ethiopia,1999,217450
Ethiopia,2000,229980
Ethiopia,2001,157155
Ethiopia,2002,160000
Ethiopia,2003,126188
Ethiopia,2004,156170
Ethiopia,2005,171631
Ethiopia,2006,241482
Ethiopia,2007,273400
Ethiopia,2008,260239
Ethiopia,2009,265469
Ethiopia,2010,370569
Ethiopia,2011,376823
Ethiopia,2012,275530
Ethiopia,2013,392006
Ethiopia,2014,419980
Ethiopia,2015,457014
Ethiopia,2016,469091
Ethiopia,2017,467679
Ethiopia,2018,470221
Ethiopia PDR,1961,127400
Ethiopia PDR,1962,132700
Ethiopia PDR,1963,139100
Ethiopia PDR,1964,170400
Ethiopia PDR,1965,140000
Ethiopia PDR,1966,140000
Ethiopia PDR,1967,155000
Ethiopia PDR,1968,160000
Ethiopia PDR,1969,165000
Ethiopia PDR,1970,170000
Ethiopia PDR,1971,182200
Ethiopia PDR,1972,163500
Ethiopia PDR,1973,180080
Ethiopia PDR,1974,153400
Ethiopia PDR,1975,171000
Ethiopia PDR,1976,178600
Ethiopia PDR,1977,191400
Ethiopia PDR,1978,190000
Ethiopia PDR,1979,188000
Ethiopia PDR,1980,187200
Ethiopia PDR,1981,202000
Ethiopia PDR,1982,202000
Ethiopia PDR,1983,157824
Ethiopia PDR,1984,145306
Ethiopia PDR,1985,155200
Ethiopia PDR,1986,186000
Ethiopia PDR,1987,186000
Ethiopia PDR,1988,190000
Ethiopia PDR,1989,200000
Ethiopia PDR,1990,204000
Ethiopia PDR,1991,210000
Ethiopia PDR,1992,216000
European Union,1961,5
European Union,1962,5
European Union,1963,5
European Union,1964,5
European Union,1965,6
European Union,1966,8
European Union,1967,8
European Union,1968,8
European Union,1969,7
European Union,1970,8
European Union,1971,6
European Union,1973,6
European Union,1974,6
European Union,1975,8
European Union,1976,8
European Union,1977,8
European Union,1978,9
European Union,1979,9
European Union,1980,9
European Union,1981,4
European Union,1987,11
European Union,1988,13
European Union,1989,14
European Union,1990,9
European Union,1991,7
European Union,1992,5
European Union,1993,5
European Union,1994,5
Fiji,1962,1
Fiji,1963,1
Fiji,1964,1
Fiji,1965,1
Fiji,1966,2
Fiji,1967,5
Fiji,1968,8
Fiji,1969,11
Fiji,1970,11
Fiji,1971,13
Fiji,1972,13
Fiji,1973,13
Fiji,1974,13
Fiji,1975,15
Fiji,1976,15
Fiji,1977,15
Fiji,1978,20
Fiji,1979,20
Fiji,1980,20
Fiji,1981,20
Fiji,1982,30
Fiji,1983,40
Fiji,1984,30
Fiji,1985,40
Fiji,1986,45
Fiji,1987,30
Fiji,1988,63
Fiji,1989,97
Fiji,1990,660
Fiji,1991,354
Fiji,1992,226
Fiji,1993,176
Fiji,1994,11
Fiji,1995,10
Fiji,1996,10
Fiji,1997,11
Fiji,1998,11
Fiji,1999,11
Fiji,2000,15
Fiji,2001,16
Fiji,2002,15
Fiji,2003,15
Fiji,2004,15
Fiji,2005,15
Fiji,2006,14
Fiji,2007,15
Fiji,2008,15
Fiji,2009,15
Fiji,2010,15
Fiji,2011,16
Fiji,2012,18
Fiji,2013,20
Fiji,2014,19
Fiji,2015,19
Fiji,2016,19
Fiji,2017,19
Fiji,2018,19
French Polynesia,1961,113
French Polynesia,1962,271
French Polynesia,1963,141
French Polynesia,1964,200
French Polynesia,1965,89
French Polynesia,1966,173
French Polynesia,1967,126
French Polynesia,1968,190
French Polynesia,1969,145
French Polynesia,1970,102
French Polynesia,1971,110
French Polynesia,1972,110
French Polynesia,1973,120
French Polynesia,1974,130
French Polynesia,1975,160
French Polynesia,1976,102
French Polynesia,1977,84
French Polynesia,1978,125
French Polynesia,1979,180
French Polynesia,1980,168
French Polynesia,1981,121
French Polynesia,1982,56
French Polynesia,1983,142
French Polynesia,1984,63
French Polynesia,1985,55
French Polynesia,1986,14
French Polynesia,1987,4
French Polynesia,1988,4
French Polynesia,1989,10
French Polynesia,1990,6
French Polynesia,1991,13
French Polynesia,1992,4
French Polynesia,1993,8
French Polynesia,1994,9
French Polynesia,1995,10
French Polynesia,1996,10
French Polynesia,1997,11
French Polynesia,1998,16
French Polynesia,1999,18
French Polynesia,2000,18
French Polynesia,2001,18
French Polynesia,2002,17
French Polynesia,2003,17
French Polynesia,2004,15
French Polynesia,2005,16
French Polynesia,2006,17
French Polynesia,2007,17
French Polynesia,2008,16
French Polynesia,2009,18
French Polynesia,2010,18
French Polynesia,2011,20
French Polynesia,2012,20
French Polynesia,2013,22
French Polynesia,2014,20
French Polynesia,2015,21
French Polynesia,2016,22
French Polynesia,2017,22
French Polynesia,2018,23
Gabon,1961,1100
Gabon,1962,2500
Gabon,1963,1100
Gabon,1964,1100
Gabon,1965,1100
Gabon,1966,900
Gabon,1967,900
Gabon,1968,1200
Gabon,1969,1200
Gabon,1970,900
Gabon,1971,600
Gabon,1972,900
Gabon,1973,540
Gabon,1974,600
Gabon,1975,259
Gabon,1976,145
Gabon,1977,360
Gabon,1978,502
Gabon,1979,269
Gabon,1980,680
Gabon,1981,750
Gabon,1982,1850
Gabon,1983,1400
Gabon,1984,1200
Gabon,1985,1295
Gabon,1986,1332
Gabon,1987,1724
Gabon,1988,1774
Gabon,1989,1920
Gabon,1990,269
Gabon,1991,451
Gabon,1992,193
Gabon,1993,256
Gabon,1994,259
Gabon,1995,159
Gabon,1996,219
Gabon,1997,154
Gabon,1998,145
Gabon,1999,125
Gabon,2000,198
Gabon,2001,60
Gabon,2002,180
Gabon,2003,120
Gabon,2004,135
Gabon,2005,131
Gabon,2006,120
Gabon,2007,125
Gabon,2008,121
Gabon,2009,117
Gabon,2010,113
Gabon,2011,109
Gabon,2012,106
Gabon,2013,109
Gabon,2014,103
Gabon,2015,92
Gabon,2016,92
Gabon,2017,91
Gabon,2018,88
Ghana,1961,1700
Ghana,1962,3920
Ghana,1963,2650
Ghana,1964,6700
Ghana,1965,1644
Ghana,1966,8610
Ghana,1967,4057
Ghana,1968,6440
Ghana,1969,4700
Ghana,1970,6510
Ghana,1971,7322
Ghana,1972,7550
Ghana,1973,3910
Ghana,1974,2455
Ghana,1975,4000
Ghana,1976,5500
Ghana,1977,3800
Ghana,1978,1770
Ghana,1979,1700
Ghana,1980,1500
Ghana,1981,1500
Ghana,1982,1500
Ghana,1983,1300
Ghana,1984,700
Ghana,1985,500
Ghana,1986,531
Ghana,1987,791
Ghana,1988,377
Ghana,1989,700
Ghana,1990,1000
Ghana,1991,2300
Ghana,1992,2400
Ghana,1993,4000
Ghana,1994,3000
Ghana,1995,3575
Ghana,1996,6330
Ghana,1997,2880
Ghana,1998,8370
Ghana,1999,3965
Ghana,2000,1956
Ghana,2001,1379
Ghana,2002,1464
Ghana,2003,900
Ghana,2004,1140
Ghana,2005,1200
Ghana,2006,1740
Ghana,2007,1860
Ghana,2008,1620
Ghana,2009,1860
Ghana,2010,1200
Ghana,2011,550
Ghana,2012,600
Ghana,2013,698
Ghana,2014,736
Ghana,2015,736
Ghana,2016,736
Ghana,2017,769
Ghana,2018,735
Guadeloupe,1961,500
Guadeloupe,1962,500
Guadeloupe,1963,300
Guadeloupe,1964,400
Guadeloupe,1965,200
Guadeloupe,1966,300
Guadeloupe,1967,300
Guadeloupe,1968,300
Guadeloupe,1969,300
Guadeloupe,1970,300
Guadeloupe,1971,270
Guadeloupe,1972,220
Guadeloupe,1973,180
Guadeloupe,1974,120
Guadeloupe,1975,100
Guadeloupe,1976,116
Guadeloupe,1977,95
Guadeloupe,1978,20
Guadeloupe,1979,20
Guadeloupe,1980,10
Guadeloupe,1981,10
Guadeloupe,1982,10
Guadeloupe,1983,20
Guadeloupe,1984,40
Guadeloupe,1985,40
Guadeloupe,1986,26
Guadeloupe,1987,40
Guadeloupe,1988,40
Guadeloupe,1989,35
Guadeloupe,1990,20
Guadeloupe,1991,20
Guadeloupe,1992,47
Guadeloupe,1993,53
Guadeloupe,1994,23
Guadeloupe,1995,15
Guadeloupe,1996,24
Guadeloupe,1997,27
Guadeloupe,1998,29
Guadeloupe,1999,32
Guadeloupe,2000,35
Guadeloupe,2001,35
Guadeloupe,2002,35
Guadeloupe,2003,30
Guadeloupe,2004,19
Guadeloupe,2005,25
Guadeloupe,2006,24
Guadeloupe,2007,24
Guadeloupe,2008,27
Guadeloupe,2009,29
Guadeloupe,2010,30
Guadeloupe,2011,31
Guadeloupe,2012,34
Guadeloupe,2013,35
Guadeloupe,2014,34
Guadeloupe,2015,31
Guadeloupe,2016,30
Guadeloupe,2017,30
Guadeloupe,2018,30
Guatemala,1961,100600
Guatemala,1962,117700
Guatemala,1963,104400
Guatemala,1964,105200
Guatemala,1965,126100
Guatemala,1966,106200
Guatemala,1967,102363
Guatemala,1968,112392
Guatemala,1969,118685
Guatemala,1970,126546
Guatemala,1971,128386
Guatemala,1972,142682
Guatemala,1973,145642
Guatemala,1974,157437
Guatemala,1975,139091
Guatemala,1976,158433
Guatemala,1977,168217
Guatemala,1978,169636
Guatemala,1979,164810
Guatemala,1980,177430
Guatemala,1981,193830
Guatemala,1982,189330
Guatemala,1983,183010
Guatemala,1984,196610
Guatemala,1985,181630
Guatemala,1986,196560
Guatemala,1987,193200
Guatemala,1988,179400
Guatemala,1989,193200
Guatemala,1990,202400
Guatemala,1991,196190
Guatemala,1992,206586
Guatemala,1993,208650
Guatemala,1994,213900
Guatemala,1995,210920
Guatemala,1996,240300
Guatemala,1997,271440
Guatemala,1998,253080
Guatemala,1999,293520
Guatemala,2000,312060
Guatemala,2001,261097
Guatemala,2002,255091
Guatemala,2003,244200
Guatemala,2004,250279
Guatemala,2005,248277
Guatemala,2006,240331
Guatemala,2007,248614
Guatemala,2008,254914
Guatemala,2009,247503
Guatemala,2010,248355
Guatemala,2011,265401
Guatemala,2012,272432
Guatemala,2013,248668
Guatemala,2014,227653
Guatemala,2015,225653
Guatemala,2016,236145
Guatemala,2017,246319
Guatemala,2018,245580
Guinea,1961,15000
Guinea,1962,13000
Guinea,1963,12300
Guinea,1964,9000
Guinea,1965,9600
Guinea,1966,13000
Guinea,1967,13000
Guinea,1968,14500
Guinea,1969,10000
Guinea,1970,11500
Guinea,1971,12500
Guinea,1972,13000
Guinea,1973,13673
Guinea,1974,13809
Guinea,1975,13949
Guinea,1976,13975
Guinea,1977,14121
Guinea,1978,14283
Guinea,1979,14405
Guinea,1980,14400
Guinea,1981,14400
Guinea,1982,14500
Guinea,1983,14700
Guinea,1984,14800
Guinea,1985,14900
Guinea,1986,6500
Guinea,1987,6500
Guinea,1988,20000
Guinea,1989,27500
Guinea,1990,30000
Guinea,1991,30000
Guinea,1992,28804
Guinea,1993,28800
Guinea,1994,30000
Guinea,1995,28000
Guinea,1996,22750
Guinea,1997,20000
Guinea,1998,20888
Guinea,1999,22119
Guinea,2000,22080
Guinea,2001,14160
Guinea,2002,19680
Guinea,2003,20880
Guinea,2004,20220
Guinea,2005,20770
Guinea,2006,23226
Guinea,2007,26556
Guinea,2008,27353
Guinea,2009,28173
Guinea,2010,29018
Guinea,2011,30320
Guinea,2012,17907
Guinea,2013,18440
Guinea,2014,22222
Guinea,2015,32295
Guinea,2016,38900
Guinea,2017,40800
Guinea,2018,42900
Guyana,1961,860
Guyana,1962,1039
Guyana,1963,659
Guyana,1964,1129
Guyana,1965,1156
Guyana,1966,1122
Guyana,1967,1290
Guyana,1968,1302
Guyana,1969,684
Guyana,1970,703
Guyana,1971,761
Guyana,1972,762
Guyana,1973,746
Guyana,1974,900
Guyana,1975,900
Guyana,1976,900
Guyana,1977,1020
Guyana,1978,1140
Guyana,1979,1320
Guyana,1980,1560
Guyana,1981,1560
Guyana,1982,1260
Guyana,1983,1020
Guyana,1984,358
Guyana,1985,370
Guyana,1986,430
Guyana,1987,240
Guyana,1988,300
Guyana,1989,300
Guyana,1990,300
Guyana,1991,300
Guyana,1992,300
Guyana,1993,300
Guyana,1994,300
Guyana,1995,300
Guyana,1996,285
Guyana,1997,261
Guyana,1998,136
Guyana,1999,140
Guyana,2000,15
Guyana,2001,153
Guyana,2002,300
Guyana,2003,480
Guyana,2004,480
Guyana,2005,480
Guyana,2006,480
Guyana,2007,480
Guyana,2008,480
Guyana,2009,420
Guyana,2010,420
Guyana,2011,420
Guyana,2012,420
Guyana,2013,420
Guyana,2014,430
Guyana,2015,434
Guyana,2016,413
Guyana,2017,407
Guyana,2018,403
Haiti,1961,45720
Haiti,1962,31860
Haiti,1963,34980
Haiti,1964,36000
Haiti,1965,36720
Haiti,1966,30540
Haiti,1967,31600
Haiti,1968,30180
Haiti,1969,27000
Haiti,1970,32610
Haiti,1971,32400
Haiti,1972,31500
Haiti,1973,33000
Haiti,1974,31200
Haiti,1975,39000
Haiti,1976,32280
Haiti,1977,31140
Haiti,1978,26580
Haiti,1979,40140
Haiti,1980,42900
Haiti,1981,33250
Haiti,1982,32250
Haiti,1983,36000
Haiti,1984,37250
Haiti,1985,36900
Haiti,1986,37752
Haiti,1987,30088
Haiti,1988,37693
Haiti,1989,38447
Haiti,1990,37200
Haiti,1991,37000
Haiti,1992,27355
Haiti,1993,33600
Haiti,1994,31000
Haiti,1995,29000
Haiti,1996,27000
Haiti,1997,29155
Haiti,1998,27239
Haiti,1999,28000
Haiti,2000,30000
Haiti,2001,28000
Haiti,2002,27000
Haiti,2003,30000
Haiti,2004,29000
Haiti,2005,35000
Haiti,2006,35000
Haiti,2007,47000
Haiti,2008,35000
Haiti,2009,36482
Haiti,2010,38193
Haiti,2011,39232
Haiti,2012,40184
Haiti,2013,58720
Haiti,2014,35232
Haiti,2015,40485
Haiti,2016,43257
Haiti,2017,42871
Haiti,2018,44200
Honduras,1961,21450
Honduras,1962,27939
Honduras,1963,29014
Honduras,1964,29276
Honduras,1965,32195
Honduras,1966,33569
Honduras,1967,35041
Honduras,1968,36512
Honduras,1969,37984
Honduras,1970,39456
Honduras,1971,40927
Honduras,1972,42399
Honduras,1973,41778
Honduras,1974,45342
Honduras,1975,46814
Honduras,1976,48285
Honduras,1977,49757
Honduras,1978,59796
Honduras,1979,72547
Honduras,1980,64228
Honduras,1981,75347
Honduras,1982,72420
Honduras,1983,79474
Honduras,1984,72545
Honduras,1985,75091
Honduras,1986,76318
Honduras,1987,79877
Honduras,1988,94046
Honduras,1989,100234
Honduras,1990,119784
Honduras,1991,101890
Honduras,1992,111660
Honduras,1993,110481
Honduras,1994,126182
Honduras,1995,132400
Honduras,1996,148830
Honduras,1997,162658
Honduras,1998,172772
Honduras,1999,157409
Honduras,2000,193309
Honduras,2001,205545
Honduras,2002,172727
Honduras,2003,175284
Honduras,2004,185090
Honduras,2005,190640
Honduras,2006,213636
Honduras,2007,236302
Honduras,2008,240948
Honduras,2009,231288
Honduras,2010,244335
Honduras,2011,284347
Honduras,2012,343403
Honduras,2013,280697
Honduras,2014,282230
Honduras,2015,332747
Honduras,2016,362229
Honduras,2017,473718
Honduras,2018,481053
India,1961,43200
India,1962,46000
India,1963,56200
India,1964,69300
India,1965,60900
India,1966,63900
India,1967,78500
India,1968,57331
India,1969,73430
India,1970,63619
India,1971,110231
India,1972,68948
India,1973,91072
India,1974,86388
India,1975,92506
India,1976,84000
India,1977,102300
India,1978,125000
India,1979,110488
India,1980,149835
India,1981,118600
India,1982,152100
India,1983,130000
India,1984,105029
India,1985,195100
India,1986,122400
India,1987,192100
India,1988,122700
India,1989,214700
India,1990,118100
India,1991,170000
India,1992,180000
India,1993,162000
India,1994,208000
India,1995,180000
India,1996,223000
India,1997,205000
India,1998,228000
India,1999,265000
India,2000,292000
India,2001,301000
India,2002,301000
India,2003,275275
India,2004,270500
India,2005,275500
India,2006,274000
India,2007,288000
India,2008,262000
India,2009,262300
India,2010,289600
India,2011,302000
India,2012,314000
India,2013,318200
India,2014,304500
India,2015,327000
India,2016,348000
India,2017,312000
India,2018,326982
Indonesia,1961,103100
Indonesia,1962,106700
Indonesia,1963,139600
Indonesia,1964,118200
Indonesia,1965,134500
Indonesia,1966,142200
Indonesia,1967,153478
Indonesia,1968,157347
Indonesia,1969,173613
Indonesia,1970,185091
Indonesia,1971,180916
Indonesia,1972,178735
Indonesia,1973,150163
Indonesia,1974,149811
Indonesia,1975,170372
Indonesia,1976,193377
Indonesia,1977,193966
Indonesia,1978,222690
Indonesia,1979,273675
Indonesia,1980,294973
Indonesia,1981,314899
Indonesia,1982,281251
Indonesia,1983,305648
Indonesia,1984,315489
Indonesia,1985,311398
Indonesia,1986,356822
Indonesia,1987,388669
Indonesia,1988,391095
Indonesia,1989,401048
Indonesia,1990,412767
Indonesia,1991,428305
Indonesia,1992,436930
Indonesia,1993,438868
Indonesia,1994,450191
Indonesia,1995,457801
Indonesia,1996,421751
Indonesia,1997,426800
Indonesia,1998,512165
Indonesia,1999,524687
Indonesia,2000,554574
Indonesia,2001,569234
Indonesia,2002,682019
Indonesia,2003,663571
Indonesia,2004,647385
Indonesia,2005,640365
Indonesia,2006,682158
Indonesia,2007,676475
Indonesia,2008,698016
Indonesia,2009,682591
Indonesia,2010,684076
Indonesia,2011,638600
Indonesia,2012,691163
Indonesia,2013,675800
Indonesia,2014,643900
Indonesia,2015,639412
Indonesia,2016,639305
Indonesia,2017,668677
Indonesia,2018,722461
Jamaica,1961,2546
Jamaica,1962,1969
Jamaica,1963,2009
Jamaica,1964,1997
Jamaica,1965,2170
Jamaica,1966,1861
Jamaica,1967,1991
Jamaica,1968,1972
Jamaica,1969,1589
Jamaica,1970,1805
Jamaica,1971,1358
Jamaica,1972,1040
Jamaica,1973,1146
Jamaica,1974,1486
Jamaica,1975,1186
Jamaica,1976,1929
Jamaica,1977,1208
Jamaica,1978,1477
Jamaica,1979,958
Jamaica,1980,2216
Jamaica,1981,1379
Jamaica,1982,1516
Jamaica,1983,1632
Jamaica,1984,1745
Jamaica,1985,1274
Jamaica,1986,1697
Jamaica,1987,1658
Jamaica,1988,2231
Jamaica,1989,1260
Jamaica,1990,1560
Jamaica,1991,2280
Jamaica,1992,1920
Jamaica,1993,1500
Jamaica,1994,2460
Jamaica,1995,2580
Jamaica,1996,2580
Jamaica,1997,2887
Jamaica,1998,1740
Jamaica,1999,2340
Jamaica,2000,2220
Jamaica,2001,2880
Jamaica,2002,2760
Jamaica,2003,3300
Jamaica,2004,2400
Jamaica,2005,8897
Jamaica,2006,12390
Jamaica,2007,15117
Jamaica,2008,9035
Jamaica,2009,12456
Jamaica,2010,9121
Jamaica,2011,8099
Jamaica,2012,6687
Jamaica,2013,6984
Jamaica,2014,5298
Jamaica,2015,5755
Jamaica,2016,7580
Jamaica,2017,6222
Jamaica,2018,7085
Kenya,1961,28100
Kenya,1962,50000
Kenya,1963,40500
Kenya,1964,41400
Kenya,1965,39300
Kenya,1966,56900
Kenya,1967,48000
Kenya,1968,39600
Kenya,1969,52400
Kenya,1970,58300
Kenya,1971,59500
Kenya,1972,62048
Kenya,1973,71190
Kenya,1974,70103
Kenya,1975,66152
Kenya,1976,80303
Kenya,1977,101218
Kenya,1978,84332
Kenya,1979,75082
Kenya,1980,91334
Kenya,1981,99717
Kenya,1982,87436
Kenya,1983,86064
Kenya,1984,118500
Kenya,1985,93600
Kenya,1986,113926
Kenya,1987,104679
Kenya,1988,128700
Kenya,1989,116900
Kenya,1990,103900
Kenya,1991,86400
Kenya,1992,85300
Kenya,1993,75100
Kenya,1994,79900
Kenya,1995,95400
Kenya,1996,97976
Kenya,1997,68642
Kenya,1998,53715
Kenya,1999,68100
Kenya,2000,100700
Kenya,2001,51700
Kenya,2002,51900
Kenya,2003,55443
Kenya,2004,48431
Kenya,2005,45200
Kenya,2006,48300
Kenya,2007,53368
Kenya,2008,42000
